date,high,low,open,close,volume,jdate
2012-08-25,24528,24364,24364,24523,273997561,1391-06-04
2012-08-26,24589,24555,24566,24586,205795748,1391-06-05
2012-08-27,24653,24600,24610,24649,196025653,1391-06-06
2012-09-02,24730,24662,24662,24730,117965811,1391-06-12
2012-09-03,25055,24730,24730,25055,194953768,1391-06-13
2012-09-04,25384,25032,25032,25384,230103688,1391-06-14
2012-09-05,25664,25373,25373,25660,404041060,1391-06-15
2012-09-08,25810,25658,25658,25792,264079951,1391-06-18
2012-09-09,25795,25569,25795,25569,205497008,1391-06-19
2012-09-10,25735,25574,25582,25735,224672891,1391-06-20
2012-09-11,25903,25736,25736,25889,268243363,1391-06-21
2012-09-15,26285,25888,25888,26284,302839661,1391-06-25
2012-09-16,26316,26217,26283,26217,251125963,1391-06-26
2012-09-17,26471,26222,26222,26471,403865236,1391-06-27
2012-09-18,26583,26433,26433,26557,368877751,1391-06-28
2012-09-19,26598,26514,26588,26514,635541484,1391-06-29
2012-09-22,26875,26519,26519,26875,482498458,1391-07-01
2012-09-23,27139,26884,26884,27127,445685858,1391-07-02
2012-09-24,27127,27059,27127,27081,263110167,1391-07-03
2012-09-25,27440,27102,27102,27440,307555430,1391-07-04
2012-09-26,28132,27446,27446,28132,510615475,1391-07-05
2012-09-29,28829,28134,28134,28829,375296277,1391-07-08
2012-09-30,29288,28832,28832,29207,584127753,1391-07-09
2012-10-01,29230,28789,29230,28789,343334631,1391-07-10
2012-10-02,28796,28592,28796,28667,394456059,1391-07-11
2012-10-03,29123,28817,28817,29098,542114525,1391-07-12
2012-10-06,29062,28790,28817,28863,316118060,1391-07-15
2012-10-07,28928,28859,28865,28859,269904140,1391-07-16
2012-10-08,29014,28896,28896,29014,529433223,1391-07-17
2012-10-09,29075,29032,29041,29032,524460997,1391-07-18
2012-10-10,29034,28846,29030,28846,181347385,1391-07-19
2012-10-13,28832,28558,28832,28558,133841629,1391-07-22
2012-10-14,28656,28532,28554,28656,247160765,1391-07-23
2012-10-15,29018,28710,28710,28981,256026448,1391-07-24
2012-10-16,29267,28953,28953,29248,338777987,1391-07-25
2012-10-17,29502,29248,29248,29502,271990122,1391-07-26
2012-10-20,29996,29501,29501,29993,320790971,1391-07-29
2012-10-21,30248,29994,29994,30211,527954143,1391-07-30
2012-10-22,30703,30246,30246,30672,502273015,1391-08-01
2012-10-23,30681,30616,30665,30616,299257864,1391-08-02
2012-10-24,30750,30594,30594,30749,532474033,1391-08-03
2012-10-27,31131,30752,30752,31122,425329349,1391-08-06
2012-10-28,31205,31117,31117,31160,346306848,1391-08-07
2012-10-29,31235,31198,31208,31222,353043879,1391-08-08
2012-10-30,31436,31272,31272,31332,504749262,1391-08-09
2012-10-31,31330,31082,31330,31082,219539973,1391-08-10
2012-11-04,31298,31101,31102,31205,222229191,1391-08-14
2012-11-05,31167,30737,31167,30737,236796899,1391-08-15
2012-11-06,30965,30749,30749,30940,273902793,1391-08-16
2012-11-07,31283,30940,30940,31283,281610917,1391-08-17
2012-11-10,31356,31150,31284,31220,219963931,1391-08-20
2012-11-11,31218,31016,31218,31016,299093283,1391-08-21
2012-11-12,31010,30969,31009,30979,356835843,1391-08-22
2012-11-13,31215,31025,31025,31215,287858796,1391-08-23
2012-11-14,31370,31255,31255,31336,409377375,1391-08-24
2012-11-17,31389,31260,31351,31260,299550989,1391-08-27
2012-11-18,31342,31259,31259,31271,282712548,1391-08-28
2012-11-19,31291,31096,31291,31096,456881131,1391-08-29
2012-11-20,31141,31085,31098,31141,220511737,1391-08-30
2012-11-21,31260,31176,31176,31260,208907519,1391-09-01
2012-11-26,31609,31264,31264,31609,239197226,1391-09-06
2012-11-27,32018,31608,31608,32018,402430027,1391-09-07
2012-11-28,32340,32018,32018,32340,422570631,1391-09-08
2012-12-01,32742,32339,32339,32742,466545411,1391-09-11
2012-12-02,33189,32738,32738,33114,586228418,1391-09-12
2012-12-03,33114,33015,33114,33016,390800327,1391-09-13
2012-12-04,33131,33017,33017,33073,457546456,1391-09-14
2012-12-05,33282,33096,33096,33282,501513003,1391-09-15
2012-12-08,33716,33297,33297,33660,412083515,1391-09-18
2012-12-09,33662,33544,33662,33613,637192873,1391-09-19
2012-12-10,33866,33613,33613,33761,531863120,1391-09-20
2012-12-11,33922,33799,33799,33889,280340847,1391-09-21
2012-12-12,33921,33687,33914,33687,287542471,1391-09-22
2012-12-15,33969,33718,33718,33949,443473057,1391-09-25
2012-12-16,34091,33947,33947,34091,450674563,1391-09-26
2012-12-17,34670,34090,34090,34670,605712679,1391-09-27
2012-12-18,35106,34887,34887,35106,462844560,1391-09-28
2012-12-19,35776,35184,35184,35760,350456171,1391-09-29
2012-12-22,36040,35799,35184,36040,496368624,1391-10-02
2012-12-23,36829,36040,36040,36829,898871769,1391-10-03
2012-12-24,37531,37105,37105,37531,407660403,1391-10-04
2012-12-25,37746,37365,37729,37366,586856283,1391-10-05
2012-12-26,37851,37397,37414,37799,456733834,1391-10-06
2012-12-29,37918,37622,37799,37622,343516059,1391-10-09
2012-12-30,37614,37089,37614,37116,280908028,1391-10-10
2012-12-31,37861,37296,37296,37861,340561306,1391-10-11
2013-01-01,38092,37862,37862,37987,260866661,1391-10-12
2013-01-02,37987,37648,37987,37648,264454809,1391-10-13
2013-01-06,37650,37059,37647,37059,161873518,1391-10-17
2013-01-07,37077,37015,37060,37077,193891468,1391-10-18
2013-01-08,37315,37098,37098,37315,237485371,1391-10-19
2013-01-09,37442,37323,37323,37442,206721697,1391-10-20
2013-01-13,37827,37436,37436,37786,314985792,1391-10-24
2013-01-14,38111,37893,37893,38083,380213274,1391-10-25
2013-01-15,38403,38209,38209,38322,388354948,1391-10-26
2013-01-16,38345,38220,38313,38344,232172053,1391-10-27
2013-01-19,38146,37899,38146,37899,191567091,1391-10-30
2013-01-20,37835,37628,37835,37628,182055891,1391-11-01
2013-01-21,37639,37284,37628,37284,215099625,1391-11-02
2013-01-22,37194,36594,37194,36594,250264175,1391-11-03
2013-01-23,37257,36772,37194,37234,315956467,1391-11-04
2013-01-26,37438,37404,37404,37409,265115050,1391-11-07
2013-01-28,36723,36617,36723,36675,207943760,1391-11-09
2013-01-30,36684,36545,36668,36555,169131348,1391-11-11
2013-02-02,36813,36570,36570,36801,272461297,1391-11-14
2013-02-03,36813,36756,36813,36761,292808751,1391-11-15
2013-02-04,36724,36447,36724,36447,284124145,1391-11-16
2013-02-05,36516,36455,36455,36506,305945009,1391-11-17
2013-02-06,36913,36528,36528,36913,334973511,1391-11-18
2013-02-09,38210,36962,36962,38205,313819420,1391-11-21
2013-02-11,38394,38240,38240,38394,383594950,1391-11-23
2013-02-12,38712,38497,38497,38640,429469319,1391-11-24
2013-02-13,38716,38577,38716,38611,166660863,1391-11-25
2013-02-16,38707,38647,38650,38655,452464177,1391-11-28
2013-02-17,38758,38698,38698,38710,225909304,1391-11-29
2013-02-18,38825,38739,38745,38739,284505391,1391-11-30
2013-02-19,38764,38551,38764,38551,214472565,1391-12-01
2013-02-20,38620,38479,38557,38479,225901476,1391-12-02
2013-02-23,38522,38326,38522,38326,233023497,1391-12-05
2013-02-24,38386,37931,38328,37931,374224624,1391-12-06
2013-02-25,37911,37351,37911,37351,264901775,1391-12-07
2013-02-26,37574,37314,37351,37574,277201556,1391-12-08
2013-02-27,37822,37589,37589,37812,483958678,1391-12-09
2013-03-02,37813,37437,37803,37437,199978311,1391-12-12
2013-03-03,37440,37134,37440,37156,396252194,1391-12-13
2013-03-04,37207,37136,37169,37136,249339390,1391-12-14
2013-03-05,37228,36951,37211,36951,295411278,1391-12-15
2013-03-06,36963,36925,36942,36925,180973919,1391-12-16
2013-03-09,36925,36586,36925,36586,216354540,1391-12-19
2013-03-10,37116,36586,36589,37101,259826135,1391-12-20
2013-03-11,37244,37145,37178,37194,385815497,1391-12-21
2013-03-12,37268,37138,37193,37268,225015071,1391-12-22
2013-03-13,37999,37408,37408,37999,522238273,1391-12-23
2013-03-16,38126,37855,38047,37855,876334092,1391-12-26
2013-03-17,37735,37514,37735,37516,696712162,1391-12-27
2013-03-18,38041,37528,37528,38041,439074140,1391-12-28
2013-03-25,38603,38075,38075,38603,149355775,1392-01-05
2013-03-26,39351,38707,38707,39351,122483672,1392-01-06
2013-03-27,39744,39563,39563,39742,127163253,1392-01-07
2013-03-30,39824,39688,39822,39715,128900590,1392-01-10
2013-03-31,39990,39743,39743,39990,125450360,1392-01-11
2013-04-03,40151,40015,40021,40151,207799958,1392-01-14
2013-04-06,40282,40134,40200,40134,205727057,1392-01-17
2013-04-07,40119,39916,40119,39916,168859339,1392-01-18
2013-04-08,40142,40066,40072,40068,204459515,1392-01-19
2013-04-09,40615,40283,40283,40607,215881722,1392-01-20
2013-04-10,40615,40533,40615,40533,243556244,1392-01-21
2013-04-13,40548,40255,40546,40255,215318877,1392-01-24
2013-04-15,40621,40275,40275,40621,197658405,1392-01-26
2013-04-16,40872,40640,40650,40835,307711017,1392-01-27
2013-04-17,41025,40748,40969,40748,370500239,1392-01-28
2013-04-20,40909,40551,40749,40551,270845947,1392-01-31
2013-04-21,40558,40396,40550,40506,251226471,1392-02-01
2013-04-22,41133,40507,40507,41133,222731546,1392-02-02
2013-04-23,41584,41134,41134,41584,254761600,1392-02-03
2013-04-24,42056,41701,41701,42052,318969481,1392-02-04
2013-04-27,42361,42055,42055,42334,277538878,1392-02-07
2013-04-28,42596,42500,42500,42508,310347227,1392-02-08
2013-04-29,43192,42510,42510,43192,312044098,1392-02-09
2013-04-30,44069,43290,43290,43994,363489982,1392-02-10
2013-05-01,44537,44000,44000,44537,454453347,1392-02-11
2013-05-04,45033,44892,44892,44994,378659790,1392-02-14
2013-05-05,45069,44897,45033,44898,412193721,1392-02-15
2013-05-06,44957,44815,44903,44944,455617251,1392-02-16
2013-05-07,45025,44707,44952,44707,208689741,1392-02-17
2013-05-08,44910,44684,44910,44684,379650858,1392-02-18
2013-05-11,45092,44582,44603,45091,317607542,1392-02-21
2013-05-12,45792,45481,45481,45513,443745812,1392-02-22
2013-05-13,45513,44963,45513,44963,237446693,1392-02-23
2013-05-14,44827,44129,44827,44129,189942793,1392-02-24
2013-05-15,44393,43864,44298,43864,315618892,1392-02-25
2013-05-18,43864,43301,43864,43301,119113769,1392-02-28
2013-05-19,43303,42734,43303,42796,260085763,1392-02-29
2013-05-20,43055,42851,42851,43047,170989209,1392-02-30
2013-05-21,43074,42839,43074,42856,182271881,1392-02-31
2013-05-22,42778,42632,42778,42777,211125027,1392-03-01
2013-05-25,43485,42838,42838,43485,161507353,1392-03-04
2013-05-26,43911,43486,43486,43911,233743735,1392-03-05
2013-05-27,44182,44014,44014,44107,317134247,1392-03-06
2013-05-28,44471,44265,44268,44471,261656820,1392-03-07
2013-05-29,45162,44623,44623,45162,378301433,1392-03-08
2013-06-01,45258,44926,45248,44945,371655595,1392-03-11
2013-06-02,45248,44975,44981,45248,344512195,1392-03-12
2013-06-03,45590,45310,45310,45590,458536230,1392-03-13
2013-06-08,45690,45488,45673,45488,233307666,1392-03-18
2013-06-09,45488,45199,45488,45199,188281216,1392-03-19
2013-06-10,45210,45111,45181,45206,334879226,1392-03-20
2013-06-11,45553,45213,45213,45553,273854913,1392-03-21
2013-06-12,45740,45671,45707,45672,308498954,1392-03-22
2013-06-15,46624,45951,45951,46623,457369314,1392-03-25
2013-06-16,47820,46902,46902,47818,588834175,1392-03-26
2013-06-17,48333,48025,48122,48333,611876000,1392-03-27
2013-06-18,48795,48526,48526,48783,1893861086,1392-03-28
2013-06-19,48930,48877,48884,48917,1181843608,1392-03-29
2013-06-22,49089,48539,48903,48539,664340246,1392-04-01
2013-06-23,48751,48575,48575,48631,871836372,1392-04-02
2013-06-25,48652,48576,48652,48634,459180450,1392-04-04
2013-06-26,49427,48718,48718,49427,396801042,1392-04-05
2013-06-29,50471,49714,49714,50471,511056608,1392-04-08
2013-06-30,51321,50600,50600,51321,682096779,1392-04-09
2013-07-01,52244,51585,51585,52244,1038255020,1392-04-10
2013-07-02,52317,51846,52317,51846,1006911602,1392-04-11
2013-07-03,52735,51943,51943,52735,754312912,1392-04-12
2013-07-06,54295,52748,52748,54290,1102264403,1392-04-15
2013-07-07,54895,54678,54785,54769,1150213007,1392-04-16
2013-07-08,54817,54616,54817,54616,702097475,1392-04-17
2013-07-09,54677,54534,54662,54534,616513924,1392-04-18
2013-07-10,55109,54667,54667,55070,705782393,1392-04-19
2013-07-13,55203,54744,55071,54744,1035259278,1392-04-22
2013-07-14,54697,54299,54697,54299,566485366,1392-04-23
2013-07-15,54552,54313,54313,54509,608017858,1392-04-24
2013-07-16,54558,54236,54538,54236,785730761,1392-04-25
2013-07-17,54434,54235,54235,54434,576798992,1392-04-26
2013-07-20,54873,54550,54550,54872,561731991,1392-04-29
2013-07-21,55212,55090,55097,55101,563413505,1392-04-30
2013-07-22,55355,55175,55175,55329,521576616,1392-04-31
2013-07-23,55942,55564,55578,55942,772997853,1392-05-01
2013-07-24,56426,55944,55944,56426,609764949,1392-05-02
2013-07-27,56564,56290,56428,56290,568863971,1392-05-05
2013-07-28,56552,56100,56292,56552,519984582,1392-05-06
2013-07-29,57070,56328,56549,56400,667135643,1392-05-07
2013-07-31,57168,56543,56543,57168,647845442,1392-05-09
2013-08-03,57649,57166,57166,57397,917476615,1392-05-12
2013-08-04,57492,57264,57397,57264,571810502,1392-05-13
2013-08-05,57678,57268,57268,57416,725472877,1392-05-14
2013-08-06,57731,57526,57526,57675,697942502,1392-05-15
2013-08-07,58206,57898,57898,58143,665106570,1392-05-16
2013-08-11,58890,58384,58384,58890,450616692,1392-05-20
2013-08-12,59622,59132,59132,59608,704032558,1392-05-21
2013-08-13,59971,59607,59607,59755,1049786529,1392-05-22
2013-08-14,59703,59562,59703,59610,978712375,1392-05-23
2013-08-17,60537,59963,59963,60410,737783908,1392-05-26
2013-08-18,60466,59939,60466,59939,824866482,1392-05-27
2013-08-19,60129,59907,59907,60052,635166802,1392-05-28
2013-08-20,60052,59568,60052,59568,460741132,1392-05-29
2013-08-21,59498,59282,59498,59282,505546118,1392-05-30
2013-08-24,59597,59346,59346,59553,492989546,1392-06-02
2013-08-25,61389,59552,59552,61164,616988676,1392-06-03
2013-08-26,61044,60675,61044,60676,572336223,1392-06-04
2013-08-27,60750,60002,60480,60002,770868873,1392-06-05
2013-08-28,59461,58727,59461,58727,275753612,1392-06-06
2013-08-31,58586,58499,58586,58561,286989165,1392-06-09
2013-09-01,59061,58505,58510,59057,347847675,1392-06-10
2013-09-03,59234,58953,59055,58963,335981121,1392-06-12
2013-09-04,58833,58146,58833,58146,134507478,1392-06-13
2013-09-07,58013,57492,58013,57492,156088221,1392-06-16
2013-09-08,57274,57168,57274,57198,313996285,1392-06-17
2013-09-09,57216,57032,57181,57035,257869146,1392-06-18
2013-09-10,58190,57320,57320,58190,548445407,1392-06-19
2013-09-11,59165,58183,58183,59165,547671867,1392-06-20
2013-09-14,59255,59022,59156,59117,315723903,1392-06-23
2013-09-15,59466,59238,59238,59402,407270927,1392-06-24
2013-09-16,59465,59321,59409,59348,355498989,1392-06-25
2013-09-17,60075,59569,59569,60056,328329776,1392-06-26
2013-09-18,60964,60055,60055,60964,458300389,1392-06-27
2013-09-21,62054,60988,60988,62053,674385485,1392-06-30
2013-09-22,62110,61622,62110,61707,738747327,1392-06-31
2013-09-23,62905,61705,61705,62905,764074292,1392-07-01
2013-09-24,63285,62976,62976,63010,886670249,1392-07-02
2013-09-25,63461,63003,63017,63455,751264436,1392-07-03
2013-09-28,64695,63457,63457,64695,763519629,1392-07-06
2013-09-29,65329,64697,64697,65329,854114075,1392-07-07
2013-09-30,65811,65327,65327,65720,604427186,1392-07-08
2013-10-01,66350,65720,65720,66350,739155147,1392-07-09
2013-10-02,66620,66462,66468,66506,572223713,1392-07-10
2013-10-05,66684,66607,66607,66662,543759428,1392-07-13
2013-10-06,67064,66663,66663,66998,587747950,1392-07-14
2013-10-07,67020,66890,67002,67019,652272037,1392-07-15
2013-10-08,67509,67025,67025,67505,1147113742,1392-07-16
2013-10-09,68486,67653,67653,68462,1508474227,1392-07-17
2013-10-12,69704,68782,68782,69704,1213912873,1392-07-20
2013-10-13,71061,69704,69704,70952,1307958771,1392-07-21
2013-10-14,71522,70977,71068,71472,884881582,1392-07-22
2013-10-15,72767,71914,71914,72766,722798531,1392-07-23
2013-10-19,74519,72770,72770,74400,1104898404,1392-07-27
2013-10-20,73930,73145,73930,73336,774220300,1392-07-28
2013-10-21,73760,73533,73533,73636,661239747,1392-07-29
2013-10-22,73498,72998,73498,72998,651838980,1392-07-30
2013-10-23,73031,72723,72742,73031,662382934,1392-08-01
2013-10-26,73853,73292,73292,73550,676406884,1392-08-04
2013-10-27,73536,72201,73536,72201,728610198,1392-08-05
2013-10-28,72236,71867,72222,72215,569052736,1392-08-06
2013-10-29,73246,72400,72400,73167,820253789,1392-08-07
2013-10-30,73615,73293,73293,73553,865702173,1392-08-08
2013-11-02,73848,73490,73808,73505,882861866,1392-08-11
2013-11-03,73988,73589,73589,73766,729011232,1392-08-12
2013-11-04,73760,73559,73735,73734,667174665,1392-08-13
2013-11-05,74438,73798,73798,74438,601790338,1392-08-14
2013-11-06,75869,74436,74436,75869,700700933,1392-08-15
2013-11-09,76990,76335,76335,76960,924467540,1392-08-18
2013-11-10,77319,76538,76928,77119,787081521,1392-08-19
2013-11-11,77316,76896,77211,76896,704939712,1392-08-20
2013-11-12,76933,76756,76874,76933,616694862,1392-08-21
2013-11-16,77683,77117,77117,77673,831005519,1392-08-25
2013-11-17,77903,77214,77675,77214,704964595,1392-08-26
2013-11-18,77352,76995,77193,77328,635636723,1392-08-27
2013-11-19,78193,77417,77417,78142,670193481,1392-08-28
2013-11-20,78537,78143,78143,78424,811487153,1392-08-29
2013-11-23,79157,78425,78425,78874,861258311,1392-09-02
2013-11-24,80022,79401,79401,80022,835746901,1392-09-03
2013-11-25,81258,80635,80635,81187,1751422947,1392-09-04
2013-11-26,81764,81399,81422,81550,1227349121,1392-09-05
2013-11-27,82186,81550,81550,82130,1339521872,1392-09-06
2013-11-30,83572,82146,82146,83572,1166432877,1392-09-09
2013-12-01,84675,84047,84047,84385,1580626248,1392-09-10
2013-12-02,84268,83706,84268,83706,1390666613,1392-09-11
2013-12-03,84502,83776,83872,83776,1372255381,1392-09-12
2013-12-04,84342,83778,83778,84211,1145251096,1392-09-13
2013-12-07,84808,84215,84215,84659,830258050,1392-09-16
2013-12-08,85212,84684,84760,84880,1346079627,1392-09-17
2013-12-09,86095,85586,85864,85586,1106114820,1392-09-18
2013-12-11,86662,86104,86104,86511,1174078460,1392-09-20
2013-12-14,86198,85691,86198,85691,1137113073,1392-09-23
2013-12-15,87066,85857,85857,87024,1234494113,1392-09-24
2013-12-16,88206,87004,87004,88112,1417579962,1392-09-25
2013-12-17,88202,87646,88196,87646,1295866985,1392-09-26
2013-12-18,88164,87726,87750,87726,1395104678,1392-09-27
2013-12-21,87902,86957,87812,86957,1416167940,1392-09-30
2013-12-22,87016,86856,86937,87016,2121059994,1392-10-01
2013-12-24,88155,87022,87022,88114,1463656237,1392-10-03
2013-12-25,88693,88191,88318,88191,1509435229,1392-10-04
2013-12-28,88449,87691,88193,87692,884684862,1392-10-07
2013-12-29,87767,87425,87752,87425,863217068,1392-10-08
2013-12-30,87408,87404,87404,87410,1132767664,1392-10-09
2014-01-01,88177,87470,87470,88177,978839578,1392-10-11
2014-01-04,88927,88536,88536,88927,1000648161,1392-10-14
2014-01-05,89501,89150,89150,89501,1011588612,1392-10-15
2014-01-06,89724,89356,89508,89356,1062221498,1392-10-16
2014-01-07,89532,88749,89477,88749,939668077,1392-10-17
2014-01-08,88717,88069,88715,88069,1056775189,1392-10-18
2014-01-11,88087,87793,88087,87793,719958306,1392-10-21
2014-01-12,87760,85404,87760,85404,798358518,1392-10-22
2014-01-13,87113,85779,85779,87113,867287879,1392-10-23
2014-01-14,87514,87502,87514,87502,1355929744,1392-10-24
2014-01-15,86599,85297,86599,85297,583647076,1392-10-25
2014-01-18,85572,84973,85572,84973,946980990,1392-10-28
2014-01-20,84842,83642,84842,83642,430046566,1392-10-30
2014-01-21,83942,83252,83496,83252,538030269,1392-11-01
2014-01-22,83164,82029,83164,82029,489562542,1392-11-02
2014-01-25,82684,81923,81982,82670,610298781,1392-11-05
2014-01-26,82745,81894,82670,81906,382214046,1392-11-06
2014-01-27,81804,80789,81804,80861,505562056,1392-11-07
2014-01-28,81683,80932,80932,81644,838175017,1392-11-08
2014-01-29,82798,81714,81714,82798,732257568,1392-11-09
2014-02-01,84165,82970,82970,84165,687990058,1392-11-12
2014-02-02,84415,83606,84415,83606,706328839,1392-11-13
2014-02-03,83588,83157,83588,83165,545544429,1392-11-14
2014-02-04,83296,83148,83188,83171,467564478,1392-11-15
2014-02-05,83086,82212,83086,82214,326849026,1392-11-16
2014-02-08,82066,81067,82066,81067,298842438,1392-11-19
2014-02-09,81042,80932,80932,80950,1132738886,1392-11-20
2014-02-10,80932,80240,80920,80240,954447087,1392-11-21
2014-02-12,80120,79134,80120,79137,199974087,1392-11-23
2014-02-15,79162,79088,79089,79153,216256902,1392-11-26
2014-02-16,79769,79160,79160,79769,339135579,1392-11-27
2014-02-17,80686,79892,79892,80603,511810099,1392-11-28
2014-02-18,80560,80264,80560,80436,289855422,1392-11-29
2014-02-19,80988,80448,80448,80986,340919207,1392-11-30
2014-02-22,81332,81008,81008,81325,280189295,1392-12-03
2014-02-23,81399,81168,81393,81282,289273671,1392-12-04
2014-02-24,81258,80850,81258,80850,188068787,1392-12-05
2014-02-25,80812,80087,80812,80087,218001413,1392-12-06
2014-02-26,80042,79733,80042,79786,322500645,1392-12-07
2014-03-01,80137,79915,79915,80105,391576933,1392-12-10
2014-03-02,80114,79584,80114,79584,223280754,1392-12-11
2014-03-03,79552,78519,79552,78519,302263121,1392-12-12
2014-03-04,78456,78047,78456,78073,307135505,1392-12-13
2014-03-05,78450,77991,77992,78447,763413013,1392-12-14
2014-03-08,78591,78231,78484,78231,398174991,1392-12-17
2014-03-09,78198,77516,78198,77516,532306975,1392-12-18
2014-03-10,77491,77218,77491,77220,572985827,1392-12-19
2014-03-11,77220,76583,77220,76583,376374487,1392-12-20
2014-03-12,76589,76405,76571,76583,734246963,1392-12-21
2014-03-15,77191,76653,76653,77191,690274433,1392-12-24
2014-03-16,77844,77160,77160,77816,1441285529,1392-12-25
2014-03-17,78642,78029,78029,78431,1111852769,1392-12-26
2014-03-18,78968,78425,78425,78968,1144223839,1392-12-27
2014-03-19,79076,79010,79010,79015,596312918,1392-12-28
2014-03-25,79065,79009,79052,79014,371722722,1393-01-05
2014-03-26,79020,78619,79020,78619,233537203,1393-01-06
2014-03-29,78615,78240,78615,78240,248278118,1393-01-09
2014-03-30,78469,78251,78251,78469,224539689,1393-01-10
2014-03-31,78741,78505,78505,78741,382819019,1393-01-11
2014-04-05,78798,78548,78708,78548,309473025,1393-01-16
2014-04-06,78575,77635,78575,77635,454097815,1393-01-17
2014-04-07,77604,77418,77595,77419,347671359,1393-01-18
2014-04-08,77940,77604,77604,77818,512829738,1393-01-19
2014-04-09,77810,77424,77810,77424,732296306,1393-01-20
2014-04-12,77460,76502,77426,76502,381037358,1393-01-23
2014-04-13,76446,74921,76446,74921,743941299,1393-01-24
2014-04-14,74765,73973,74765,73973,339575707,1393-01-25
2014-04-15,73914,73769,73909,73848,457084428,1393-01-26
2014-04-16,74178,73890,73890,74161,322736026,1393-01-27
2014-04-19,74154,73638,74154,73638,179240492,1393-01-30
2014-04-20,74160,73726,73726,74160,297866318,1393-01-31
2014-04-21,75035,74268,74268,75035,453219085,1393-02-01
2014-04-22,75774,75293,75293,75735,506388500,1393-02-02
2014-04-23,75981,75733,75733,75980,475620290,1393-02-03
2014-04-26,77404,76144,76144,77404,423161808,1393-02-06
2014-04-27,77977,77409,77409,77924,878869230,1393-02-07
2014-04-28,78194,77752,77917,78131,646518269,1393-02-08
2014-04-29,78632,78129,78129,78151,563630451,1393-02-09
2014-04-30,78212,78115,78127,78164,636510272,1393-02-10
2014-05-03,78253,77939,78233,77939,472815476,1393-02-13
2014-05-04,77883,77545,77883,77569,420567808,1393-02-14
2014-05-05,77780,77643,77643,77764,544298049,1393-02-15
2014-05-06,77958,77717,77763,77717,785956306,1393-02-16
2014-05-07,77790,77663,77718,77752,587236976,1393-02-17
2014-05-10,78014,77804,77804,77931,454090141,1393-02-20
2014-05-11,77974,77734,77931,77734,480969235,1393-02-21
2014-05-12,77827,77596,77752,77596,528712548,1393-02-22
2014-05-14,77660,77593,77647,77610,638422177,1393-02-24
2014-05-17,77531,76894,77532,76895,540669574,1393-02-27
2014-05-18,77066,76905,76905,76988,735589081,1393-02-28
2014-05-19,77045,76529,76986,76529,999884761,1393-02-29
2014-05-20,76667,76504,76519,76634,656728181,1393-02-30
2014-05-21,76786,76673,76673,76768,1124335786,1393-02-31
2014-05-24,76840,76704,76839,76704,600447668,1393-03-03
2014-05-25,76687,76394,76687,76394,414917159,1393-03-04
2014-05-26,76413,76212,76413,76212,468937339,1393-03-05
2014-05-28,76267,76068,76257,76068,551956344,1393-03-07
2014-05-31,76115,75687,76094,75687,537174520,1393-03-10
2014-06-01,75672,74543,75672,74543,611768214,1393-03-11
2014-06-02,74756,74541,74541,74736,672212555,1393-03-12
2014-06-03,75111,74829,74829,75103,285170436,1393-03-13
2014-06-07,75530,75327,75327,75330,307928493,1393-03-17
2014-06-08,75444,75328,75338,75354,286293586,1393-03-18
2014-06-09,75424,75240,75407,75240,322876682,1393-03-19
2014-06-10,75246,74837,75246,74837,744838904,1393-03-20
2014-06-11,74822,74499,74822,74499,633192423,1393-03-21
2014-06-14,74494,73516,74494,73516,249226201,1393-03-24
2014-06-15,73459,72632,73459,72632,486887049,1393-03-25
2014-06-16,72780,72646,72646,72749,255994506,1393-03-26
2014-06-17,72801,72638,72801,72638,214925421,1393-03-27
2014-06-18,72873,72636,72637,72873,287001086,1393-03-28
2014-06-21,72983,72927,72927,72969,225363345,1393-03-31
2014-06-22,72990,72894,72986,72901,241118896,1393-04-01
2014-06-23,72896,72545,72896,72545,282098113,1393-04-02
2014-06-24,72525,72344,72525,72344,267302693,1393-04-03
2014-06-25,72456,72250,72454,72250,282014399,1393-04-04
2014-06-28,72224,71662,72224,71662,239883971,1393-04-07
2014-06-29,71604,70970,71604,70970,261786379,1393-04-08
2014-06-30,70911,70342,70911,70342,220745874,1393-04-09
2014-07-01,70423,70273,70312,70423,254190099,1393-04-10
2014-07-02,70877,70505,70505,70877,235793839,1393-04-11
2014-07-05,72167,70939,70939,72162,279730637,1393-04-14
2014-07-06,72417,71960,72382,71960,531084780,1393-04-15
2014-07-07,71953,71872,71953,71917,385313597,1393-04-16
2014-07-08,73025,71992,71992,73025,495158083,1393-04-17
2014-07-09,73416,73019,73019,73416,714913057,1393-04-18
2014-07-12,73598,73368,73368,73556,441059052,1393-04-21
2014-07-13,73572,73226,73558,73226,453609980,1393-04-22
2014-07-14,73360,73235,73236,73347,393154020,1393-04-23
2014-07-15,73480,73364,73364,73458,424127495,1393-04-24
2014-07-16,73772,73457,73457,73754,530604401,1393-04-25
2014-07-20,73802,73736,73770,73750,492398777,1393-04-29
2014-07-21,73899,73752,73758,73890,280630283,1393-04-30
2014-07-22,74526,73917,73917,74526,384736531,1393-04-31
2014-07-23,74904,74614,74614,74842,419251661,1393-05-01
2014-07-26,74880,74786,74880,74840,336023444,1393-05-04
2014-07-27,74888,74825,74840,74848,384158541,1393-05-05
2014-07-28,74998,74850,74850,74998,354811517,1393-05-06
2014-08-02,75028,74841,75026,74841,346038923,1393-05-11
2014-08-03,74852,74637,74842,74637,412953579,1393-05-12
