date,high,low,open,close,volume,jdate
2018-07-21,108367,108047,108047,108296,578246120,1397-04-30
2018-07-22,108989,108595,108595,108831,892572773,1397-04-31
2018-07-23,108885,108444,108884,108659,560449173,1397-05-01
2018-07-24,108853,108395,108729,108396,797959318,1397-05-02
2018-07-25,108800,108326,108416,108800,884550086,1397-05-03
2018-07-26,108800,108800,0,108800,0,1397-05-04
2018-07-27,108800,108800,0,108800,0,1397-05-05
2018-07-28,111921,109754,109754,111878,1334019975,1397-05-06
2018-07-29,114032,112854,112854,113852,1586789908,1397-05-07
2018-07-30,116843,114498,114498,116760,1957163647,1397-05-08
2018-07-31,121173,117132,117132,121174,1182401893,1397-05-09
2018-08-01,124590,121438,121438,123951,2084801845,1397-05-10
2018-08-04,124837,123579,123878,124354,1587941842,1397-05-13
2018-08-05,128591,125074,125074,128448,2572607402,1397-05-14
2018-08-06,133842,128955,128955,133646,3362601401,1397-05-15
2018-08-07,134421,132718,133354,133584,2525485689,1397-05-16
2018-08-08,133714,131521,133691,131522,2012006173,1397-05-17
2018-08-11,131504,129013,131504,129014,1506819563,1397-05-20
2018-08-12,130579,129018,129018,129902,1565164362,1397-05-21
2018-08-13,129944,128314,129944,128523,1556578449,1397-05-22
2018-08-14,131233,128728,128728,130928,1416086923,1397-05-23
2018-08-15,130960,130476,130759,130477,1069357429,1397-05-24
2018-08-18,131536,130524,130583,131536,1183496874,1397-05-27
2018-08-19,134835,132080,132080,134355,1523400771,1397-05-28
2018-08-20,137180,135265,135265,137073,1868397416,1397-05-29
2018-08-21,137261,136880,137120,136911,1487865552,1397-05-30
2018-08-25,138195,136343,137163,136343,1386279049,1397-06-03
2018-08-26,138582,136594,137185,138583,1627794834,1397-06-04
2018-08-27,140540,138924,138924,140309,2284097301,1397-06-05
2018-08-28,139996,136765,139996,136766,2042871169,1397-06-06
2018-08-29,137687,136757,136757,137472,2919821023,1397-06-07
2018-09-01,137792,136109,137666,136110,2899219472,1397-06-10
2018-09-02,136239,133674,136239,133676,2305245012,1397-06-11
2018-09-03,135257,134002,134002,135258,1739402491,1397-06-12
2018-09-04,138292,136882,136882,137984,1712640614,1397-06-13
2018-09-05,138445,137629,138445,137714,1388834478,1397-06-14
2018-09-08,139786,137960,137960,139629,2018154160,1397-06-17
2018-09-09,142234,139930,139930,142234,3078066124,1397-06-18
2018-09-10,147093,142507,142507,146999,3319008786,1397-06-19
2018-09-11,148577,147269,148082,148578,3265593285,1397-06-20
2018-09-12,155061,149179,149179,155061,3062279443,1397-06-21
2018-09-15,159445,155637,155637,158119,4212801921,1397-06-24
2018-09-16,158215,154200,158215,155710,4620919096,1397-06-25
2018-09-17,158971,156203,156203,158072,3598794388,1397-06-26
2018-09-18,158397,157032,158315,157329,3140461098,1397-06-27
2018-09-22,160643,157889,157889,160538,3217618496,1397-06-31
2018-09-23,165072,160880,160880,165072,4362407601,1397-07-01
2018-09-24,168624,165397,165397,168624,3708072555,1397-07-02
2018-09-25,174618,169728,169728,174618,4485926389,1397-07-03
2018-09-26,180635,174958,174958,180636,4229458345,1397-07-04
2018-09-29,187406,181413,181413,187406,3298500703,1397-07-07
2018-09-30,195104,187434,187434,195104,4576061407,1397-07-08
2018-10-01,197000,194476,195633,195480,5607277493,1397-07-09
2018-10-02,195241,188259,195241,188259,4963670906,1397-07-10
2018-10-03,185559,184042,184042,185559,5262560453,1397-07-11
2018-10-06,189893,184084,185538,184085,5844673882,1397-07-14
2018-10-07,183664,176419,183664,176419,4036567981,1397-07-15
2018-10-08,176194,173879,176194,175186,2763570984,1397-07-16
2018-10-09,181226,175215,175215,180848,4246349996,1397-07-17
2018-10-10,181621,180895,181621,181016,2525287572,1397-07-18
2018-10-13,181008,175032,181008,175033,1486624258,1397-07-21
2018-10-14,174924,174118,174220,174924,1282527182,1397-07-22
2018-10-15,180601,176664,176664,180602,2472579250,1397-07-23
2018-10-16,183813,182179,182179,182834,3511430120,1397-07-24
2018-10-17,182929,180322,181526,182929,3385522585,1397-07-25
2018-10-20,188582,185312,185312,188576,2230558927,1397-07-28
2018-10-21,190040,188928,190040,189438,2724626166,1397-07-29
2018-10-22,190025,187553,189866,187779,2747913525,1397-07-30
2018-10-23,187844,185279,187844,185319,2402258402,1397-08-01
2018-10-24,185141,180975,185141,181060,1751393800,1397-08-02
2018-10-27,180707,178841,180707,178841,1767868112,1397-08-05
2018-10-28,180626,179246,179246,180627,1785605503,1397-08-06
2018-10-29,183678,181862,181862,183220,1764388241,1397-08-07
2018-10-31,183669,183305,183305,183367,2021370520,1397-08-09
2018-11-03,183585,183346,183452,183449,1753016872,1397-08-12
2018-11-04,184428,182918,184138,182919,1955103983,1397-08-13
2018-11-05,184335,183278,183278,184160,1818592793,1397-08-14
2018-11-06,185455,184380,184380,185100,1729589150,1397-08-15
2018-11-10,185297,184230,185297,184231,3479267610,1397-08-19
2018-11-11,184265,180636,184265,180668,1974461198,1397-08-20
2018-11-12,182231,180756,180756,182212,2046395130,1397-08-21
2018-11-13,183906,182497,182497,183212,2659764583,1397-08-22
2018-11-14,183028,181994,183028,181994,1843243421,1397-08-23
2018-11-17,182009,178819,181970,178819,1641309315,1397-08-26
2018-11-18,178648,173326,178648,173558,1997949947,1397-08-27
2018-11-19,176040,173537,173537,175816,1621836242,1397-08-28
2018-11-20,176645,175844,175844,176459,1580299902,1397-08-29
2018-11-21,176806,175713,176744,175713,1658494412,1397-08-30
2018-11-24,175611,171252,175611,171253,1553811481,1397-09-03
2018-11-26,170336,166463,170336,166464,1369500970,1397-09-05
2018-11-27,167864,166472,166472,167200,954189481,1397-09-06
2018-11-28,167144,163772,167144,163772,1520971046,1397-09-07
2018-12-01,163502,159202,163502,159854,1745842517,1397-09-10
2018-12-02,163138,160022,160022,163138,1197337088,1397-09-11
2018-12-03,166557,164030,164030,166304,1333939789,1397-09-12
2018-12-04,166851,165567,166521,165702,1199060988,1397-09-13
2018-12-05,167132,165775,165775,166860,1322335715,1397-09-14
2018-12-08,167539,167083,167332,167083,1175017878,1397-09-17
2018-12-09,167544,166891,167408,166891,2322558212,1397-09-18
2018-12-10,167329,166915,166924,166916,1523952044,1397-09-19
2018-12-11,167083,166235,166951,166235,1282044229,1397-09-20
2018-12-12,166198,165352,166198,165352,1141354213,1397-09-21
2018-12-15,165690,164485,165387,164486,1110828790,1397-09-24
2018-12-16,164474,161707,164474,161708,1349236587,1397-09-25
2018-12-17,162063,159749,161774,159750,1424620268,1397-09-26
2018-12-18,159924,159146,159872,159146,850844041,1397-09-27
2018-12-19,159119,156083,159119,156083,1006125633,1397-09-28
2018-12-22,156374,154550,156208,154550,879895355,1397-10-01
2018-12-23,156764,154596,154596,156694,1467529666,1397-10-02
2018-12-24,157693,156818,156818,157484,1792759938,1397-10-03
2018-12-25,157457,156950,157457,156950,1693085557,1397-10-04
2018-12-26,158443,157209,157209,158444,2641484596,1397-10-05
2018-12-29,160774,158662,158662,160774,1460677183,1397-10-08
2018-12-30,161508,160858,160858,161310,1734077674,1397-10-09
2018-12-31,161474,161343,161379,161405,1671848037,1397-10-10
2019-01-01,161912,161448,161467,161841,3505005745,1397-10-11
2019-01-02,162087,160898,162064,160899,3912771664,1397-10-12
2019-01-05,161340,161000,161000,161107,1749091416,1397-10-15
2019-01-06,161482,161143,161143,161276,2394804317,1397-10-16
2019-01-07,162456,161377,161377,162324,1919850863,1397-10-17
2019-01-08,164174,162482,162482,163967,2321386025,1397-10-18
2019-01-09,166072,164085,164085,164829,1490675425,1397-10-19
2019-01-12,165270,164904,164924,164930,1572208079,1397-10-22
2019-01-13,165019,164493,165019,164494,2060436528,1397-10-23
2019-01-14,164917,164566,164566,164696,1872674401,1397-10-24
2019-01-15,165683,164780,164780,165446,2142012638,1397-10-25
2019-01-16,165995,165561,165699,165595,2154796884,1397-10-26
2019-01-19,166446,165664,165664,166131,1655032659,1397-10-29
2019-01-20,167028,165574,166763,165575,1942373443,1397-10-30
2019-01-21,165206,161922,165206,161922,1769989234,1397-11-01
2019-01-22,162805,161965,161965,162806,1707359506,1397-11-02
2019-01-23,163335,162940,162948,162941,1359859729,1397-11-03
2019-01-26,163169,162477,163048,162478,1550350779,1397-11-06
2019-01-27,162832,160797,162832,160798,3159029034,1397-11-07
2019-01-28,160943,159818,160835,159818,1841677941,1397-11-08
2019-01-29,160362,159878,159878,160153,1350631119,1397-11-09
2019-01-30,160491,160245,160245,160295,1638994288,1397-11-10
2019-02-02,160525,159853,160401,159855,1563969651,1397-11-13
2019-02-03,159808,157352,159808,157355,1497958760,1397-11-14
2019-02-04,158485,157594,157594,158044,1531243575,1397-11-15
2019-02-05,158456,158240,158240,158395,1499897438,1397-11-16
2019-02-06,158832,158535,158693,158536,1452427231,1397-11-17
2019-02-10,158776,158467,158624,158468,834192391,1397-11-21
2019-02-12,158550,157972,158501,157973,1142647137,1397-11-23
2019-02-13,157963,157311,157963,157311,1357532400,1397-11-24
2019-02-16,157839,157113,157592,157114,1073988285,1397-11-27
2019-02-17,157218,156155,157215,156155,954711330,1397-11-28
2019-02-18,156832,156304,156304,156705,1013755024,1397-11-29
2019-02-19,157513,156827,156827,157387,1077789813,1397-11-30
2019-02-20,159489,157727,157727,159490,1336218522,1397-12-01
2019-02-23,164289,160548,160548,164268,2034262271,1397-12-04
2019-02-24,166030,164789,164789,166030,1571595159,1397-12-05
2019-02-25,166944,166211,166211,166794,1613669242,1397-12-06
2019-02-26,165950,164711,165950,164712,1362003278,1397-12-07
2019-02-27,165359,164880,164880,165295,1151271175,1397-12-08
2019-03-02,165552,164370,165552,164370,1213975483,1397-12-11
2019-03-03,164571,164440,164480,164443,1381857244,1397-12-12
2019-03-04,164778,164238,164572,164239,1376797977,1397-12-13
2019-03-05,164433,162593,164433,162594,1246768778,1397-12-14
2019-03-06,162956,162726,162726,162827,1241038795,1397-12-15
2019-03-09,163086,162982,162982,163007,1355148813,1397-12-18
2019-03-10,164470,162989,163013,164471,1562530698,1397-12-19
2019-03-11,167443,165036,165036,167371,1938719056,1397-12-20
2019-03-12,168095,167503,167518,167910,1531184241,1397-12-21
2019-03-13,169663,168140,168140,169116,1741999428,1397-12-22
2019-03-16,171708,169274,169274,171125,1352995731,1397-12-25
2019-03-17,172539,171391,171391,172523,1572445138,1397-12-26
2019-03-18,175898,172613,172613,175899,1833549132,1397-12-27
2019-03-19,178673,176272,176272,178659,1532264379,1397-12-28
2019-03-25,179194,178743,178788,179194,1030038293,1398-01-05
2019-03-26,179847,179444,179622,179766,1509089603,1398-01-06
2019-03-27,181542,180037,180037,181542,1807050103,1398-01-07
2019-03-30,185358,181906,181906,185358,1856911671,1398-01-10
2019-03-31,186783,185281,186000,185281,1926218389,1398-01-11
2019-04-06,186535,185529,185534,186535,2046383507,1398-01-17
2019-04-07,188645,187055,187055,188074,3452629998,1398-01-18
2019-04-08,188592,186667,187590,188593,3051221669,1398-01-19
2019-04-09,190585,188937,188937,190425,2921483833,1398-01-20
2019-04-10,193981,190824,190824,193978,3441303765,1398-01-21
2019-04-13,195739,194884,194884,195203,3238331908,1398-01-24
2019-04-14,196085,194037,195263,196084,2704247864,1398-01-25
2019-04-15,201827,196861,196861,201806,7173954414,1398-01-26
2019-04-16,202679,201789,202142,201891,8424035082,1398-01-27
2019-04-17,201091,198631,201091,199911,4926994143,1398-01-28
2019-04-20,204375,200734,200734,204376,3797643849,1398-01-31
2019-04-22,206835,204321,206253,204322,6428462448,1398-02-02
2019-04-23,203732,202656,203732,202857,3580751950,1398-02-03
2019-04-24,203904,203071,203071,203777,5018152839,1398-02-04
2019-04-27,205287,204195,204195,205288,4338695100,1398-02-07
2019-04-28,209264,206169,206169,209244,4252405668,1398-02-08
2019-04-29,214867,210440,210440,214868,5278553450,1398-02-09
2019-04-30,219086,216637,216899,216642,5102578283,1398-02-10
2019-05-01,220108,217222,217222,220109,4662577787,1398-02-11
2019-05-04,224589,221546,221546,224590,6229765614,1398-02-14
2019-05-05,226952,224057,226475,224057,7688014493,1398-02-15
2019-05-06,223368,215818,223368,215821,5355887245,1398-02-16
2019-05-07,213710,207966,213710,208197,4330043133,1398-02-17
2019-05-08,211344,207779,207779,211344,4778480220,1398-02-18
2019-05-11,212479,209154,211301,209155,4103542786,1398-02-21
2019-05-12,208660,203489,208660,204069,3256324198,1398-02-22
2019-05-13,207752,204751,204751,207752,3387534470,1398-02-23
2019-05-14,211995,208474,208474,211746,4358239982,1398-02-24
2019-05-15,212270,210898,212246,211018,3466126173,1398-02-25
2019-05-18,213169,211922,211922,212748,3615189464,1398-02-28
2019-05-19,213110,212751,212888,212852,3226669584,1398-02-29
2019-05-20,213149,211708,213127,211872,3507448564,1398-02-30
2019-05-21,215211,212367,212367,215092,2845868757,1398-02-31
2019-05-22,215756,215115,215504,215168,2793031254,1398-03-01
2019-05-25,215141,213802,215141,214314,2267707097,1398-03-04
2019-05-26,217577,214651,214651,217574,3036108189,1398-03-05
2019-05-28,223254,219484,219484,223254,4368209234,1398-03-07
2019-05-29,225232,224476,224527,224477,4078289947,1398-03-08
2019-06-01,223723,221336,223723,222387,5011000722,1398-03-11
2019-06-02,224731,222588,222588,224544,4498689158,1398-03-12
2019-06-03,227308,225231,225231,226983,4727848698,1398-03-13
2019-06-08,226888,226205,226586,226888,3432226293,1398-03-18
2019-06-09,232416,227333,227333,229809,3619824856,1398-03-19
2019-06-10,232619,230267,230606,230268,4635228194,1398-03-20
2019-06-11,230679,229771,230592,230618,4519213439,1398-03-21
2019-06-12,233791,232196,232196,233353,5701567687,1398-03-22
2019-06-15,234167,232107,232974,234168,4665741176,1398-03-25
2019-06-16,239154,235215,235215,238220,4936703473,1398-03-26
2019-06-17,238420,237557,238068,238161,2815169563,1398-03-27
2019-06-18,239122,237146,238422,237148,3590176675,1398-03-28
2019-06-19,237502,234879,237432,234879,3235132621,1398-03-29
2019-06-22,234307,233477,234307,233886,2567500939,1398-04-01
2019-06-23,237459,234409,234409,237460,2500874361,1398-04-02
2019-06-24,242567,238274,238274,242568,3176557638,1398-04-03
2019-06-25,245111,242339,243031,245099,3248464594,1398-04-04
2019-06-26,248640,246532,246532,248578,3625806770,1398-04-05
2019-06-30,250184,248532,249393,248533,3095164286,1398-04-09
2019-07-01,248349,246730,248349,247122,2719002402,1398-04-10
2019-07-02,248276,247302,247302,248276,2542553811,1398-04-11
2019-07-03,249550,248920,248920,248944,2942090653,1398-04-12
2019-07-06,249117,245445,249117,245446,2731712012,1398-04-15
2019-07-07,246565,245729,245729,246447,2281210313,1398-04-16
2019-07-08,249399,247006,247006,249253,3259935899,1398-04-17
2019-07-09,249530,248507,249530,248716,2973026340,1398-04-18
2019-07-10,249622,248902,248902,249622,2893600941,1398-04-19
2019-07-13,250605,250056,250056,250605,3208386161,1398-04-22
2019-07-14,253640,251166,251166,253578,2849760942,1398-04-23
2019-07-15,254841,253303,254189,253304,2589791454,1398-04-24
2019-07-16,253130,246267,253130,246268,2536529426,1398-04-25
2019-07-17,246992,245363,245583,246790,2797329163,1398-04-26
2019-07-20,247380,246437,247000,246437,2511471517,1398-04-29
2019-07-21,249809,246938,246938,249662,1451582803,1398-04-30
2019-07-22,253590,251818,251818,253057,1719299421,1398-04-31
2019-07-23,253353,251131,253353,251278,1453655321,1398-05-01
2019-07-24,253052,251387,251387,252865,1329237733,1398-05-02
2019-07-27,253164,252049,253140,252276,1701609413,1398-05-05
2019-07-28,252751,252280,252534,252325,1948070745,1398-05-06
2019-07-29,252987,252394,252544,252488,1746654803,1398-05-07
2019-07-30,252898,252576,252576,252898,1596359726,1398-05-08
2019-07-31,254445,253110,253110,254446,2040622801,1398-05-09
2019-08-03,254756,254300,254618,254454,1782590902,1398-05-12
2019-08-04,255530,254961,254961,255530,2224681317,1398-05-13
2019-08-05,256783,256351,256351,256698,2317569536,1398-05-14
2019-08-06,257742,255512,257709,255512,2782111986,1398-05-15
2019-08-07,255910,255099,255759,255163,2816068348,1398-05-16
2019-08-10,255838,255299,255457,255306,2428958314,1398-05-19
2019-08-11,255919,255696,255696,255876,2641579056,1398-05-20
2019-08-13,257097,256151,256151,257097,3150501219,1398-05-22
2019-08-14,261606,258278,258278,261392,2946026765,1398-05-23
2019-08-17,262198,261405,262112,261406,3304382416,1398-05-26
2019-08-18,262047,260991,262047,260992,2964501583,1398-05-27
2019-08-19,262941,261673,261673,262941,0,1398-05-28
2019-08-21,266127,263901,263901,266127,2953745667,1398-05-30
2019-08-24,269998,266969,266969,269986,4951419750,1398-06-02
2019-08-25,271172,268220,270899,269225,4952523617,1398-06-03
2019-08-26,274871,269951,269951,274872,4067447131,1398-06-04
2019-08-27,279508,276682,276682,278470,4000970515,1398-06-05
2019-08-28,278674,274551,277418,278675,3460001529,1398-06-06
2019-08-31,285265,280867,280867,284139,4290122970,1398-06-09
2019-09-01,286114,284218,284441,286115,3733654302,1398-06-10
2019-09-02,287147,283001,286937,283063,3840960587,1398-06-11
2019-09-03,285573,283066,283081,285574,2864780732,1398-06-12
2019-09-04,290178,286841,286841,290178,2874116665,1398-06-13
2019-09-07,294601,291612,291612,294602,3278844902,1398-06-16
2019-09-08,297232,296089,296089,296732,3566486097,1398-06-17
2019-09-11,299930,297863,297863,299931,3969986165,1398-06-20
2019-09-14,304738,301523,301523,304460,7222773869,1398-06-23
2019-09-15,304779,301828,304779,302396,6420615220,1398-06-24
2019-09-16,307415,304545,304545,305917,6982965397,1398-06-25
2019-09-17,305698,302081,305698,302082,9767727621,1398-06-26
2019-09-18,301559,293770,301559,294167,5017428570,1398-06-27
2019-09-21,297874,294542,294542,297713,3682677999,1398-06-30
2019-09-22,302103,299001,299001,302104,4039209785,1398-06-31
2019-09-23,311483,304176,304176,311471,5038083367,1398-07-01
2019-09-24,314835,312206,313842,312206,4572798525,1398-07-02
2019-09-25,314409,312092,312564,314409,4315797077,1398-07-03
2019-09-28,320261,316772,316772,320024,4246497564,1398-07-06
2019-09-29,321958,317645,321958,318251,7312241463,1398-07-07
2019-09-30,324744,320747,320747,324706,5828936428,1398-07-08
2019-10-01,328732,326104,327723,326104,8393698935,1398-07-09
2019-10-02,326341,321606,325048,326117,6600254126,1398-07-10
2019-10-05,330447,327305,328263,327306,5857080744,1398-07-13
2019-10-06,326250,319562,326250,320208,5066953436,1398-07-14
2019-10-07,324075,320762,320762,320910,4789442488,1398-07-15
2019-10-08,320678,314468,320678,314470,4400152556,1398-07-16
2019-10-09,313049,309961,312074,313049,3526371651,1398-07-17
2019-10-12,322059,315433,315433,322060,3676726384,1398-07-20
2019-10-13,329667,326190,326741,326191,3135667805,1398-07-21
2019-10-14,325280,318215,325280,319872,2637298347,1398-07-22
2019-10-15,320335,308957,320040,308979,3163335853,1398-07-23
2019-10-16,310194,308307,308307,309640,3226396215,1398-07-24
2019-10-20,310145,301390,309935,301391,2597638307,1398-07-28
2019-10-21,302177,299880,301414,302173,2892547416,1398-07-29
2019-10-22,309420,303956,303956,308315,3014865336,1398-07-30
2019-10-23,309188,305806,309188,305808,2273188847,1398-08-01
2019-10-26,305911,303449,305911,303450,1890017279,1398-08-04
2019-10-28,305971,303780,303780,305970,2225019797,1398-08-06
2019-10-30,309671,306874,306874,309661,2114446259,1398-08-08
2019-11-02,311466,308730,310910,308730,2834005627,1398-08-11
2019-11-03,309522,308188,308713,308961,3396872347,1398-08-12
2019-11-04,308948,304676,308948,304676,2742962161,1398-08-13
2019-11-05,305342,304091,304530,305333,2272763129,1398-08-14
2019-11-09,307029,305858,306093,305859,2398656556,1398-08-18
2019-11-10,305911,302794,305911,302795,2108033987,1398-08-19
2019-11-11,303944,302892,302892,303944,2051985083,1398-08-20
2019-11-12,306978,304730,304730,306656,2254376203,1398-08-21
2019-11-13,307291,307083,307087,307094,2074731677,1398-08-22
2019-11-16,308852,306885,308852,306886,2455973624,1398-08-25
2019-11-17,304278,302340,304278,302341,2930387364,1398-08-26
2019-11-18,302828,301763,301763,302726,1880610237,1398-08-27
2019-11-19,304891,303137,303137,304688,1763754301,1398-08-28
2019-11-20,305450,304996,305079,304997,1751653122,1398-08-29
2019-11-23,306145,305622,305802,305622,2033971762,1398-09-02
2019-11-24,306045,305452,306045,305774,2604362123,1398-09-03
2019-11-25,308477,306843,306843,308477,2833466415,1398-09-04
2019-11-26,309865,309349,309349,309644,2937332039,1398-09-05
2019-11-27,311312,310186,310186,311230,2364355779,1398-09-06
2019-11-30,314587,312325,312325,314588,3034202052,1398-09-09
2019-12-01,318670,315757,315757,318670,3342935224,1398-09-10
2019-12-02,322896,320194,320921,320195,3822871347,1398-09-11
2019-12-03,320840,319104,320249,320814,2682191565,1398-09-12
2019-12-04,322562,321561,321561,322528,2853655120,1398-09-13
2019-12-07,328471,325322,325322,327625,3542517113,1398-09-16
2019-12-08,332582,328787,328787,332567,4340603418,1398-09-17
2019-12-09,336002,334541,334541,335792,3971171009,1398-09-18
2019-12-10,340733,337580,337580,339434,5345292545,1398-09-19
2019-12-11,339386,337025,338832,339387,3168147147,1398-09-20
2019-12-14,343291,340862,340862,343292,3436459742,1398-09-23
2019-12-15,346738,344115,345115,344115,4092077064,1398-09-24
2019-12-16,344585,343711,344441,344487,3333620045,1398-09-25
2019-12-17,346974,345685,345685,346871,4201574418,1398-09-26
2019-12-18,350323,347815,347815,350323,4343169169,1398-09-27
2019-12-21,354259,352224,352224,353997,4258361545,1398-09-30
2019-12-22,356721,354693,354693,356721,4015825094,1398-10-01
2019-12-23,363242,359004,359004,359366,6181153099,1398-10-02
2019-12-24,362651,359138,359615,362259,3518479767,1398-10-03
2019-12-25,362815,360376,362815,361088,4088722660,1398-10-04
2019-12-28,367632,363207,363207,367632,5016056671,1398-10-07
2019-12-29,369779,367904,369759,369730,4661762303,1398-10-08
2019-12-30,375548,371713,371713,375548,4806358955,1398-10-09
2019-12-31,379674,376371,378415,377013,5661394584,1398-10-10
2020-01-01,384934,378690,378690,384100,4583561703,1398-10-11
2020-01-04,371447,367333,371447,367334,6456788451,1398-10-14
2020-01-05,365836,362467,362467,365816,5462812087,1398-10-15
2020-01-07,368504,358842,365917,358843,4520104432,1398-10-17
2020-01-08,355759,353672,355715,353808,4822001451,1398-10-18
2020-01-11,359807,355946,355946,359807,1389866572,1398-10-21
2020-01-12,375650,370863,370863,375650,4762159189,1398-10-22
2020-01-13,392057,383453,383453,392038,6403505219,1398-10-23
2020-01-14,398920,395679,398478,395913,5757833968,1398-10-24
2020-01-15,399445,393990,396485,399445,5174188512,1398-10-25
2020-01-18,410668,403849,403849,409962,8654791531,1398-10-28
2020-01-19,410977,407054,410977,410694,5886164884,1398-10-29
2020-01-20,411460,409044,411460,409808,5707599516,1398-10-30
2020-01-21,409238,406008,409238,406009,6263198567,1398-11-01
2020-01-22,411211,405366,406104,411212,4812015420,1398-11-02
2020-01-25,417100,415342,415342,417002,4958588633,1398-11-05
2020-01-26,422713,418310,422214,418312,7657752149,1398-11-06
2020-01-27,420668,415189,418250,420668,6207747412,1398-11-07
2020-01-28,427497,423383,423383,427139,4916935510,1398-11-08
2020-02-01,430737,426184,430504,426185,8366909581,1398-11-12
2020-02-02,428216,422587,425730,428217,7171420973,1398-11-13
2020-02-03,438893,432109,432109,438882,6850529766,1398-11-14
2020-02-04,444403,440184,444098,440199,9879532688,1398-11-15
2020-02-05,445894,441468,441653,445894,7450279801,1398-11-16
2020-02-08,456488,452842,454993,452842,9281238701,1398-11-19
2020-02-09,455488,454398,454681,454618,5154931316,1398-11-20
2020-02-10,456680,445498,456680,447152,5798240375,1398-11-21
2020-02-12,459565,449813,449813,459080,6415462678,1398-11-23
2020-02-15,465978,460615,465271,461988,5778495056,1398-11-26
2020-02-16,472750,465788,465788,472750,6232946459,1398-11-27
2020-02-17,480712,476812,479517,476813,5971039436,1398-11-28
2020-02-18,477209,468834,477209,472120,4801458802,1398-11-29
2020-02-19,479180,474805,474805,478756,4559804036,1398-11-30
2020-02-22,481869,467120,467332,481870,6047188998,1398-12-03
2020-02-23,499031,489531,489531,498904,4684474866,1398-12-04
2020-02-24,507269,501914,506717,503736,5058069259,1398-12-05
2020-02-25,518514,509472,509942,518513,7264717915,1398-12-06
2020-02-26,530073,524393,529426,524394,6995787234,1398-12-07
2020-02-29,509022,504035,509022,505801,5748428303,1398-12-10
2020-03-01,515583,505920,505920,515583,4947216673,1398-12-11
2020-03-02,529328,518203,518203,529329,6074839464,1398-12-12
2020-03-03,544239,532962,532962,544237,4907915994,1398-12-13
2020-03-04,555293,547292,547292,555168,5801093946,1398-12-14
2020-03-07,555081,549186,555081,549186,4708792174,1398-12-17
2020-03-09,545656,534376,545656,534380,3305585904,1398-12-19
2020-03-10,529129,519847,529129,519847,4705668567,1398-12-20
2020-03-11,522301,518747,518747,520211,4741370303,1398-12-21
2020-03-14,520048,502688,520048,502739,4006156865,1398-12-24
2020-03-15,498654,493276,498654,494406,4765050083,1398-12-25
2020-03-16,506083,495605,495605,506079,4543347371,1398-12-26
2020-03-17,506880,501053,506880,502426,3263499294,1398-12-27
2020-03-18,512909,503411,503411,512900,4058241862,1398-12-28
2020-03-24,513347,508533,513247,508666,3969688062,1399-01-05
2020-03-25,521268,509932,509932,521267,4361242238,1399-01-06
2020-03-28,532526,524609,524609,532525,4894108993,1399-01-09
2020-03-29,545908,537130,537130,545650,8243080452,1399-01-10
2020-03-30,547661,543655,547006,547658,7153587072,1399-01-11
2020-04-04,567665,551839,551839,567532,6424652406,1399-01-16
2020-04-05,574020,571165,571165,573903,6968481494,1399-01-17
2020-04-06,575338,568336,575338,569674,6908099439,1399-01-18
2020-04-07,583599,571035,571035,583344,6091464283,1399-01-19
2020-04-08,597351,586287,586287,597070,6423905377,1399-01-20
2020-04-11,608289,600705,600714,607855,6379192341,1399-01-23
2020-04-12,623328,610281,610281,623260,6651783602,1399-01-24
2020-04-13,643951,624527,626759,624528,5873740205,1399-01-25
2020-04-14,626515,617224,622910,626389,5403828413,1399-01-26
2020-04-15,645781,629198,629198,645722,5419376813,1399-01-27
2020-04-18,668981,653689,653689,668906,4088669905,1399-01-30
2020-04-19,691183,677297,677297,690037,10605349045,1399-01-31
2020-04-20,709012,691277,691277,708995,6775869348,1399-02-01
2020-04-21,726964,716060,716060,726137,6766131536,1399-02-02
2020-04-22,741952,729307,729307,741902,5832074074,1399-02-03
2020-04-25,770549,750464,750464,769373,3268853466,1399-02-06
2020-04-26,798105,780468,780468,797813,8728022060,1399-02-07
2020-04-27,820534,806172,806172,820505,7008109176,1399-02-08
2020-04-28,846008,830580,830580,845952,6391503110,1399-02-09
2020-04-29,878434,853992,853992,878094,4435490859,1399-02-10
2020-05-02,917501,892690,892690,917406,3561666228,1399-02-13
2020-05-03,964308,932736,932736,956200,5252148608,1399-02-14
2020-05-04,979106,956324,956324,979105,9435375771,1399-02-15
2020-05-05,995966,978019,992991,980571,18441732371,1399-02-16
2020-05-06,980515,965587,980515,977924,12207169240,1399-02-17
2020-05-09,1020910,990339,990339,1020218,6121409736,1399-02-20
2020-05-10,1044560,1033830,1033830,1043253,5912743990,1399-02-21
2020-05-11,1048820,1043070,1048820,1047763,7000008924,1399-02-22
2020-05-12,1045500,1020310,1045500,1021445,22026888743,1399-02-23
2020-05-13,1026060,1008010,1009360,1017662,16262242442,1399-02-24
2020-05-16,1016653,982410,1016653,987475,5506646850,1399-02-27
2020-05-17,979444,964004,979444,968460,10369705009,1399-02-28
2020-05-18,995184,978644,978644,995181,11443245251,1399-02-29
2020-05-19,1008560,1000870,1004700,1002125,8732531148,1399-02-30
2020-05-20,996750,985119,996630,986759,9267146855,1399-02-31
2020-05-23,986677,959306,986677,959840,11365797623,1399-03-03
2020-05-26,946195,926121,946195,926133,7377826258,1399-03-06
2020-05-27,938557,913435,913866,938550,11156199580,1399-03-07
