,funding_rounds,category_list_clean_Advertising and Marketing,category_list_clean_Agriculture and Food,category_list_clean_Business and Enterprise,category_list_clean_Commerce and Retail,category_list_clean_Communications,category_list_clean_Consumer Products and Lifestyle,category_list_clean_Education and Learning,category_list_clean_Employment and HR,category_list_clean_Energy and Resources,category_list_clean_Environmental Services,category_list_clean_Events,category_list_clean_Farming,category_list_clean_Finance and Investment,category_list_clean_Health and Biotechnology,category_list_clean_Manufacturing and Industry,category_list_clean_Media and Entertainment,category_list_clean_Professional Services,category_list_clean_Public Sector and Government,category_list_clean_Real Estate and Housing,category_list_clean_Security and Safety,category_list_clean_Social and Community,category_list_clean_Technology and Software,category_list_clean_Transportation and Logistics,category_list_clean_Travel and Hospitality,fund_value_log_capped,fund_value_capped,outcome,city_group_encoded,country_group_CAN,country_group_CHN,country_group_DEU,country_group_FRA,country_group_GBR,country_group_IND,country_group_ISR,country_group_Other,country_group_RUS,country_group_USA,company_age,years_since_last_time_funding,years_since_first_time_funding,funding_intensity,time_gap_funding,avg_fund_log_per_round
47702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4724800397654985,16.454567959008102,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46750000000000114,0.34210526315789475,0.23636363636363633,2.139037433155075,-0.10574162679425841,0.4724800397654985
47706,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102552449317771,17.804494623047066,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05263157894736842,0.19999999999999996,10.0,0.14736842105263154,0.2205104898635542
47713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0705743156109431,15.593487160609625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.05263157894736842,0.03636363636363635,8.0,-0.01626794258373207,0.0705743156109431
47718,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19946484993794766,15.86963441986494,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.525,0.0789473684210526,0.10909090909090907,5.714285714285714,0.030143540669856472,0.06648828331264922
47720,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9842888989068448,19.693610105505897,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.026315789473684237,0.14545454545454545,40.0,0.11913875598086121,0.2480361123633556
47726,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809963923944984,15.61581640266417,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0789473684210526,0.14545454545454545,15.0,0.06650717703349285,0.026998797464832802
47727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.406333551640217,12.429220196836383,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.050000000000000044,0.026315789473684237,0.01818181818181816,19.999999999999982,-0.008133971291866077,-1.406333551640217
47735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8640641252821744,17.293534703525456,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.0789473684210526,0.054545454545454536,6.666666666666666,-0.024401913875598064,0.8640641252821744
47736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.15752424183706,10.819798284210286,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11750000000000116,0.0789473684210526,0.054545454545454536,8.510638297872257,-0.024401913875598064,-2.15752424183706
47758,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0707630658920155,17.736386044304062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524999999999977,0.13157894736842107,0.10909090909090907,11.881188118811988,-0.022488038277512,0.35692102196400516
47762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7592880776041375,13.815511557963774,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07500000000000001,0.05263157894736842,0.03636363636363635,13.333333333333332,-0.01626794258373207,-0.7592880776041375
47765,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.29569241876425373,14.80876270134486,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.18421052631578944,0.14545454545454545,15.0,-0.03875598086124399,-0.09856413958808458
47766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2067037313572928,18.02763817065757,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29499999999999893,0.10526315789473684,0.0727272727272727,3.3898305084745886,-0.03253588516746414,1.2067037313572928
47769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624799367611726,17.50439003707821,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7750000000000001,0.026315789473684237,0.01818181818181816,1.290322580645161,-0.008133971291866077,0.9624799367611726
47770,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8684286466280536,17.30288566644852,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.31578947368421056,0.23636363636363633,5.333333333333333,-0.07942583732057423,0.4342143233140268
47772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282055823442066,17.216707972959764,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29499999999999893,0.10526315789473684,0.0727272727272727,3.3898305084745886,-0.03253588516746414,0.8282055823442066
47777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6389565112950374,16.811242881518265,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46750000000000114,0.3947368421052631,0.2727272727272727,2.139037433155075,-0.1220095693779904,0.6389565112950374
47778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10991589832361907,15.677776284691529,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15789473684210525,0.10909090909090907,6.666666666666666,-0.04880382775119618,0.10991589832361907
47782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7107063903733422,19.107461089162715,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4750000000000001,0.18421052631578944,0.12727272727272726,2.1052631578947363,-0.056937799043062176,1.7107063903733422
47792,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26625653943714234,16.012735246411598,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29499999999999893,0.18421052631578944,0.16363636363636364,6.779661016949177,-0.0205741626794258,0.13312826971857117
47800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6741903603349563,13.997832948091215,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.2368421052631579,0.16363636363636364,2.5,-0.07320574162679427,-0.6741903603349563
47805,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09198063507815035,15.639350082060595,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.026315789473684237,0.054545454545454536,19.999999999999996,0.0282296650717703,0.030660211692716783
47807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726911935515477,17.312018149733785,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46750000000000114,0.34210526315789475,0.23636363636363633,2.139037433155075,-0.10574162679425841,0.8726911935515477
47813,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1203504798236743,19.98512129254778,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32500000000000007,0.18421052631578944,0.16363636363636364,6.153846153846152,-0.0205741626794258,1.0601752399118372
47820,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8907252150095701,17.350655941290686,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.3684210526315789,0.2727272727272727,8.0,-0.09569377990430622,0.29690840500319005
47843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0705743156109431,15.593487160609625,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22500000000000003,0.18421052631578944,0.12727272727272726,4.444444444444444,-0.056937799043062176,0.0705743156109431
47844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.134059930374672,8.72757595490798,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.05263157894736842,0.03636363636363635,13.333333333333332,-0.01626794258373207,-3.134059930374672
47845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0533748250178787,11.042937835596494,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000003,0.0789473684210526,0.054545454545454536,9.999999999999996,-0.024401913875598064,-2.0533748250178787
47846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5104843686648686,12.206077645517674,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025000000000000022,0.05263157894736842,0.03636363636363635,39.999999999999964,-0.01626794258373207,-1.5104843686648686
47858,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14384670666977994,15.750472854521378,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17500000000000004,0.10526315789473684,0.12727272727272726,17.14285714285714,0.022009569377990423,0.04794890222325998
47866,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0123241147529334,11.130888756037155,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.15789473684210525,0.14545454545454545,10.0,-0.012440191387559807,-1.0061620573764667
47874,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9427387744280005,13.42246945133505,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0789473684210526,0.0727272727272727,16.0,-0.0062200956937799035,-0.47136938721400023
47893,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.572809233039919,12.07254696717504,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07500000000000001,0.05263157894736842,0.054545454545454536,26.666666666666664,0.0019138755980861177,-0.7864046165199595
47895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5108643124378316,16.536806051605975,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.275,0.18421052631578944,0.16363636363636364,7.2727272727272725,-0.0205741626794258,0.2554321562189158
47903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4378904680769996,16.380459992348886,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46750000000000114,0.34210526315789475,0.23636363636363633,2.139037433155075,-0.10574162679425841,0.4378904680769996
47904,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027830931936166283,15.501909696719672,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8500000000000001,0.026315789473684237,0.09090909090909088,2.352941176470588,0.06459330143540665,0.013915465968083142
47918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.082811047993956,13.122365377402328,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.13157894736842107,0.09090909090909088,8.0,-0.04066985645933019,-1.082811047993956
47924,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8203500158749476,17.19987746510509,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000001,0.0789473684210526,0.10909090909090907,2.8571428571428568,0.030143540669856472,0.4101750079374738
47926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7592880776041375,13.815511557963774,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17500000000000004,0.0789473684210526,0.054545454545454536,5.714285714285713,-0.024401913875598064,-0.7592880776041375
47939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8282055823442066,17.216707972959764,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.3947368421052631,0.2727272727272727,1.8181818181818181,-0.1220095693779904,0.8282055823442066
47941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.834005472088856,11.51293546492023,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.13157894736842107,0.09090909090909088,8.0,-0.04066985645933019,-1.834005472088856
47943,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5906966458337591,16.707846385811674,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.10909090909090907,79.99999999999999,0.10909090909090907,0.049224720486146595
47962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28377412153943393,16.050266569495843,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.21052631578947367,0.14545454545454545,5.0,-0.06507177033492823,0.28377412153943393
47983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18734090601000336,15.843658936835498,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21499999999999775,0.21052631578947367,0.14545454545454545,4.6511627906977235,-0.06507177033492823,0.18734090601000336
47990,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1574953765865173,15.77971505457639,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07500000000000001,0.026315789473684237,0.054545454545454536,53.33333333333333,0.0282296650717703,0.039373844146629325
47992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2492871294584516,12.765691290604371,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.275,0.18421052631578944,0.12727272727272726,3.6363636363636362,-0.056937799043062176,-1.2492871294584516
48000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0266974460977567,17.641975696817266,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05263157894736842,0.03636363636363635,4.0,-0.01626794258373207,1.0266974460977567
48009,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5249561447893696,16.566997724734506,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13500000000000228,0.0,0.0727272727272727,66.66666666666553,0.0727272727272727,0.058328460532152175
48017,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0842155227589807,15.261850785218542,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29499999999999893,0.13157894736842107,0.18181818181818182,13.559322033898354,0.05023923444976075,-0.021053880689745175
48023,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762931169779464,16.891236353366814,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750000000000001,0.026315789473684237,0.10909090909090907,10.43478260869565,0.08277511961722483,0.1127155194963244
48024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4005308847785009,16.300417291085605,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.050000000000000044,0.026315789473684237,0.01818181818181816,19.999999999999982,-0.008133971291866077,0.4005308847785009
48026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0705743156109431,15.593487160609625,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,0.3684210526315789,0.2545454545454545,2.2857142857142856,-0.11387559808612441,0.0705743156109431
48028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4385963606998791,14.502591793540377,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000003,0.10526315789473684,0.0727272727272727,9.999999999999996,-0.03253588516746414,-0.4385963606998791
48033,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0840388634583766,17.76482936740394,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42500000000000004,0.31578947368421056,0.2727272727272727,7.058823529411764,-0.04306220095693786,0.3613462878194589
48035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9399810413304887,13.428377879293798,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19250000000000117,0.13157894736842107,0.09090909090909088,5.194805194805163,-0.04066985645933019,-0.9399810413304887
48038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8253353001891006,13.674005747676803,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.05263157894736842,0.03636363636363635,6.666666666666666,-0.01626794258373207,-0.8253353001891006
48044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74310779039579,17.034386422832473,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34499999999999886,0.28947368421052627,0.19999999999999996,2.898550724637691,-0.08947368421052632,0.74310779039579
48048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5104843686648686,12.206077645517674,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10000000000000003,0.0789473684210526,0.054545454545454536,9.999999999999996,-0.024401913875598064,-1.5104843686648686
48054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7703045492235834,17.0926553286923,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.28947368421052627,0.19999999999999996,2.5,-0.08947368421052632,0.7703045492235834
48069,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1574656619635737,17.922145878418313,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500000000000001,0.026315789473684237,0.09090909090909088,14.285714285714283,0.06459330143540665,0.23149313239271474
48072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74310779039579,17.034386422832473,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17500000000000004,0.18421052631578944,0.12727272727272726,5.714285714285713,-0.056937799043062176,0.74310779039579
